This file was created by CMPT_IND_RETS using the 201708 CRSP database.
It contains value- and equal-weighted returns for  5 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
        Cnsmr  Manuf  HiTec  Hlth   Other
199804   1611.32   2104.80   1709.59   1661.75   1303.52
199805   1600.25   2138.15   1768.67   1707.09   1336.76
199806   1652.25   2093.85   1673.01   1680.18   1306.82
199807   1616.19   2048.58   1714.46   1662.75   1302.16
199808   1574.76   1932.43   1752.49   1671.68   1291.15
199809   1364.73   1728.46   1472.37   1478.23   1021.19
199810   1403.74   1824.95   1697.79   1690.40   1008.95
199811   1539.41   1949.75   1820.83   1776.62   1088.58
199812   1672.99   2006.16   2010.00   1910.80   1161.76
199901   1774.02   2008.78   2330.97   2018.17   1203.06
199902   1796.80   1990.59   2664.04   2038.81   1228.43
199903   1770.12   1955.70   2429.17   2080.48   1241.52
199904   1797.50   2084.75   2585.42   2151.41   1280.28
199905   1865.57   2312.93   2724.56   2041.33   1376.51
199906   1846.94   2276.34   2698.54   2011.38   1335.78
199907   1851.00   2359.19   2945.11   2113.69   1490.17
199908   1785.89   2386.10   2924.06   2036.93   1405.13
199909   1714.94   2410.54   3002.06   2148.31   1339.78
199910   1663.36   2347.30   3007.68   2006.31   1284.88
199911   1748.54   2437.73   3191.37   2279.52   1442.32
199912   1798.99   2345.66   3567.89   2339.64   1414.77
200001   1859.83   2495.15   4193.02   2225.03   1439.84
200002   1720.32   2397.70   4043.92   2415.77   1383.68
200003   1638.11   2288.98   4611.30   2351.33   1307.66
200004   1829.33   2477.41   4867.44   2311.15   1498.15
200005   1808.15   2514.60   4384.78   2455.21   1454.51
200006   1810.94   2557.77   3919.68   2383.59   1514.90
200007   1658.77   2076.32   3941.95   2602.70   1757.46
200008   1673.57   2074.80   3739.81   2466.68   1865.22
200009   1661.18   2263.06   4149.67   2578.95   2044.74
200010   1711.14   2260.68   3637.43   2705.11   2079.20
200011   1773.50   2296.28   3439.48   2838.47   2068.17
200012   1767.86   2254.26   2721.97   2909.83   1940.55
200101   1882.13   2434.70   2555.02   3032.10   2033.48
200102   1976.14   2358.18   2971.31   2788.82   2038.69
200103   1933.59   2335.65   2334.07   2792.63   1956.62
200104   1881.04   2270.04   2100.38   2591.42   1897.71
200105   1996.72   2494.50   2433.83   2722.96   2026.30
200106   2050.73   2542.82   2402.81   2796.59   2122.72
200107   2029.73   2266.09   2535.39   2845.85   2144.39
200108   2106.22   2256.35   2452.46   2924.35   2100.54
200109   2038.86   2208.27   2180.48   2842.13   1998.14
200110   1896.38   1966.35   1887.36   2834.29   1841.63
200111   1951.41   2046.71   2064.24   2883.07   1852.29
200112   2099.79   2105.74   2357.59   3035.12   2018.34
200201   2188.53   2188.87   2388.86   2953.77   2105.19
200202   2258.88   2181.22   2355.76   2889.96   2066.51
200203   2310.91   2260.80   2127.00   2876.89   2072.09
200204   2393.39   2434.61   2258.23   2919.31   2206.06
200205   2412.64   2391.41   1999.04   2700.37   2134.24
200206   2421.02   2360.00   1983.50   2660.26   2127.83
200207   2292.94   2365.81   1696.81   2327.18   2104.85
200208   2085.56   2134.90   1552.10   2277.32   1990.27
200209   2132.86   2119.09   1562.19   2296.70   2022.98
200210   1958.11   1949.07   1351.50   2183.73   1816.18
200211   2059.08   2021.42   1621.95   2313.60   1939.42
200212   2086.80   2119.48   1891.85   2425.90   2038.06
200301   2009.42   2102.94   1687.30   2339.05   1952.08
200302   1923.47   2039.03   1670.08   2343.51   1913.66
200303   1890.93   2018.80   1694.85   2341.89   1870.88
200304   1931.37   2057.26   1698.87   2335.91   1888.54
200305   2097.00   2151.29   1884.42   2439.13   2128.75
200306   2230.64   2293.00   2075.80   2554.22   2245.42
200307   2221.79   2330.40   2166.42   2678.38   2217.74
200308   2263.51   2361.21   2269.51   2711.28   2304.97
200309   2379.91   2465.67   2396.56   2641.97   2324.00
200310   2335.02   2422.11   2367.90   2651.53   2340.81
200311   2521.66   2560.35   2576.85   2666.85   2510.09
200312   2587.88   2608.38   2630.73   2710.80   2556.37
200401   2629.87   2834.94   2735.33   2870.64   2688.11
200402   2643.92   2844.15   2853.99   2972.67   2765.97
200403   2778.34   2928.26   2818.03   3000.44   2824.62
200404   2802.55   2932.45   2756.11   2894.95   2772.88
200405   2801.86   2941.76   2657.89   3009.39   2687.77
200406   2785.16   2975.21   2753.24   3013.36   2759.72
200407   2766.35   3089.05   2832.35   2854.64   2616.47
200408   2657.54   3058.94   2655.44   2696.43   2561.72
200409   2650.35   3089.96   2576.74   2735.63   2621.03
200410   2688.23   3217.04   2634.77   2698.94   2659.28
200411   2771.96   3230.17   2776.52   2636.69   2695.36
200412   2902.11   3448.16   2886.81   2659.47   2833.17
200501   3017.09   3513.13   2986.49   2820.53   2992.01
200502   2995.50   3527.44   2831.55   2705.61   2941.32
200503   3021.78   3850.70   2799.16   2770.16   2952.67
200504   3010.41   3790.85   2762.70   2761.81   2886.59
200505   2903.66   3650.70   2674.72   2882.07   2855.88
200506   3052.95   3737.04   2865.41   2927.76   2956.91
200507   2982.19   3674.39   2791.54   2725.88   3018.10
200508   3135.48   3858.53   2916.72   2844.97   3103.77
200509   3044.85   3920.04   2911.32   2848.73   3059.94
200510   3034.68   4016.05   2942.24   2817.29   3098.83
200511   3040.76   3773.51   2895.97   2748.22   3143.85
200512   3149.08   3880.13   3070.31   2798.92   3306.63
200601   3142.99   3925.16   3041.23   2880.75   3307.58
200602   3218.79   4222.69   3180.13   2961.61   3363.44
200603   3276.56   4105.05   3183.69   2993.41   3408.04
200604   3341.06   4162.16   3291.32   2932.57   3476.21
200605   3341.25   4328.95   3267.49   2891.87   3562.91
200606   3325.99   4213.25   3098.87   2830.53   3452.86
200607   3152.98   4147.67   3057.10   2595.65   3259.87
200608   3121.69   4159.14   2999.76   2708.95   3234.36
200609   3218.10   4165.25   3187.24   2767.55   3292.13
200610   3331.04   4153.75   3333.34   2818.39   3399.05
200611   3459.14   4358.36   3497.97   2858.75   3502.99
200612   3461.71   4604.93   3589.32   2870.41   3567.11
200701   3523.03   4604.49   3552.47   2899.11   3708.12
200702   3627.22   4666.67   3658.16   3007.19   3772.13
200703   3568.13   4658.59   3587.02   2925.90   3685.43
200704   3615.40   4879.79   3653.19   2941.66   3701.73
200705   3744.63   5108.10   3839.88   3146.01   3841.30
200706   3865.23   5407.79   4040.46   3165.92   3982.68
200707   3665.95   5129.34   3947.74   2861.97   3539.99
200708   3517.76   5077.24   3909.52   2764.04   3363.10
200709   3582.61   5110.79   3990.57   2814.39   3394.73
200710   3643.61   5388.62   4150.20   2922.00   3492.91
200711   3743.81   5543.62   4339.62   2980.33   3495.91
200712   3671.20   5387.18   4058.85   2980.71   3289.00
200801   3595.98   5574.76   4130.87   2871.27   3160.76
200802   3504.25   5157.02   3677.17   2750.10   3116.87
200803   3408.61   5308.97   3561.95   2733.39   2870.51
200804   3468.30   5274.39   3592.34   2715.81   2832.40
200805   3581.66   5690.61   3850.51   2752.46   2950.10
200806   3660.41   5888.30   4074.52   2801.71   2890.17
200807   3276.85   5348.71   3489.04   2560.87   2356.89
200808   3344.33   4937.99   3464.23   2755.77   2457.90
200809   3483.50   4963.91   3603.99   2815.67   2467.72
200810   3307.22   4333.73   3178.98   2676.56   2308.85
200811   2768.12   3578.95   2627.92   2378.24   1853.35
200812   2569.15   3461.30   2403.68   2210.53   1631.07
200901   2635.88   3431.73   2474.26   2389.56   1637.47
200902   2487.95   3257.79   2360.35   2356.82   1345.43
200903   2358.30   2862.58   2240.34   1948.30   1161.81
200904   2562.65   3015.49   2488.16   2093.25   1320.89
200905   2796.14   3324.10   2792.16   2103.71   1544.89
200906   2867.32   3566.03   2906.85   2258.89   1674.16
200907   2695.79   3383.23   2942.85   2295.46   1668.61
200908   2917.58   3652.96   3180.60   2437.75   1828.57
200909   2998.73   3703.75   3245.77   2505.24   1989.61
200910   3094.65   3909.67   3449.03   2443.37   2061.74
200911   3111.91   3906.32   3387.22   2274.81   1967.13
200912   3272.27   4116.83   3580.04   2480.54   2092.44
201001   3357.39   4192.22   3814.00   2564.40   2128.69
201002   3300.39   4035.50   3548.29   2578.34   2078.91
201003   3439.43   4167.18   3711.20   2610.57   2156.34
201004   3645.45   4361.55   4013.95   2700.45   2357.39
201005   3716.19   4519.46   4121.14   2644.06   2420.51
201006   3504.69   4078.02   3818.02   2427.95   2217.34
201007   3182.98   3732.72   3473.65   2404.91   2263.08
201008   3399.93   4041.83   3771.54   2467.42   2434.60
201009   3290.22   3909.08   3575.77   2423.06   2253.35
201010   3611.26   4254.66   4031.81   2648.92   2457.53
201011   3745.68   4452.61   4302.87   2722.10   2537.46
201012   3859.28   4599.39   4296.92   2661.96   2570.03
201101   4017.73   4945.07   4583.64   2820.25   2835.24
201102   3976.91   5174.63   4758.99   2818.11   2893.87
201103   4121.50   5441.01   4933.08   2914.20   2981.50
201104   4208.72   5551.45   4938.33   2954.94   2980.81
201105   4414.94   5700.69   5120.15   3154.10   3027.31
201106   4477.36   5560.67   5096.29   3263.81   2971.36
201107   4330.03   5439.17   4758.35   3032.21   3274.78
201108   4274.66   5320.06   4713.59   2927.59   3154.55
201109   4144.85   4960.37   4402.84   2840.47   2921.85
201110   3930.39   4467.80   4204.77   2733.65   2632.13
201111   4330.13   5098.03   4699.89   2889.18   3002.75
201112   4368.14   5193.22   4635.57   2929.28   2967.98
201201   4416.47   5211.71   4654.40   3021.33   3012.37
201202   4579.06   5374.94   5002.17   3143.76   3226.81
201203   4744.72   5614.12   5340.09   3188.37   3357.43
201204   4897.65   5575.98   5583.44   3335.56   3528.98
201205   4915.58   5534.83   5506.73   3359.87   3490.51
201206   4791.18   5106.63   5148.93   3266.32   3254.34
201207   4639.92   5078.19   5180.04   3281.87   3311.84
201208   4718.32   5204.49   5241.77   3366.60   3280.89
201209   4826.19   5295.33   5439.05   3419.04   3396.04
201210   4941.45   5456.31   5588.31   3579.50   3546.81
201211   4906.99   5425.62   5332.46   3513.92   3579.76
201212   5015.88   5455.68   5444.78   3587.30   3584.67
201301   4976.56   5547.83   5473.74   3575.97   3701.41
201302   5281.00   5908.07   5653.60   3866.79   3971.02
201303   5371.01   5959.61   5733.09   3947.30   4052.58
